TheDate,TheDay,TheDaySuffix,TheDayName,TheDayOfWeek,TheDayOfWeekInMonth,TheDayOfYear,IsWeekend,TheWeek,TheISOweek,TheFirstOfWeek,TheLastOfWeek,TheWeekOfMonth,TheMonth,TheMonthName,TheFirstOfMonth,TheLastOfMonth,TheFirstOfNextMonth,TheLastOfNextMonth,TheQuarter,TheFirstOfQuarter,TheLastOfQuarter,TheYear,TheISOYear,TheFirstOfYear,TheLastOfYear,IsLeapYear,Has53Weeks,Has53ISOWeeks,MMYYYY,Style101,Style103,Style112,Style120
2012-05-12,12,th,Saturday,7,2,133,1,19,19,2012-05-06,2012-05-12,2,5,May,2012-05-01,2012-05-31,2012-06-01,2012-06-30,2,2012-04-01,2012-06-30,2012,2012,2012-01-01,2012-12-31,1,1,0,052012,05/12/2012,12/05/2012,20120512,2012-05-12
2012-05-13,13,th,Sunday,1,2,134,1,20,19,2012-05-13,2012-05-19,3,5,May,2012-05-01,2012-05-31,2012-06-01,2012-06-30,2,2012-04-01,2012-06-30,2012,2012,2012-01-01,2012-12-31,1,1,0,052012,05/13/2012,13/05/2012,20120513,2012-05-13
2012-05-14,14,th,Monday,2,2,135,0,20,20,2012-05-13,2012-05-19,3,5,May,2012-05-01,2012-05-31,2012-06-01,2012-06-30,2,2012-04-01,2012-06-30,2012,2012,2012-01-01,2012-12-31,1,1,0,052012,05/14/2012,14/05/2012,20120514,2012-05-14
2012-05-15,15,th,Tuesday,3,3,136,0,20,20,2012-05-13,2012-05-19,3,5,May,2012-05-01,2012-05-31,2012-06-01,2012-06-30,2,2012-04-01,2012-06-30,2012,2012,2012-01-01,2012-12-31,1,1,0,052012,05/15/2012,15/05/2012,20120515,2012-05-15
2012-05-16,16,th,Wednesday,4,3,137,0,20,20,2012-05-13,2012-05-19,3,5,May,2012-05-01,2012-05-31,2012-06-01,2012-06-30,2,2012-04-01,2012-06-30,2012,2012,2012-01-01,2012-12-31,1,1,0,052012,05/16/2012,16/05/2012,20120516,2012-05-16
2012-05-17,17,th,Thursday,5,3,138,0,20,20,2012-05-13,2012-05-19,3,5,May,2012-05-01,2012-05-31,2012-06-01,2012-06-30,2,2012-04-01,2012-06-30,2012,2012,2012-01-01,2012-12-31,1,1,0,052012,05/17/2012,17/05/2012,20120517,2012-05-17
2012-05-18,18,th,Friday,6,3,139,0,20,20,2012-05-13,2012-05-19,3,5,May,2012-05-01,2012-05-31,2012-06-01,2012-06-30,2,2012-04-01,2012-06-30,2012,2012,2012-01-01,2012-12-31,1,1,0,052012,05/18/2012,18/05/2012,20120518,2012-05-18
2012-05-19,19,th,Saturday,7,3,140,1,20,20,2012-05-13,2012-05-19,3,5,May,2012-05-01,2012-05-31,2012-06-01,2012-06-30,2,2012-04-01,2012-06-30,2012,2012,2012-01-01,2012-12-31,1,1,0,052012,05/19/2012,19/05/2012,20120519,2012-05-19
2012-05-20,20,th,Sunday,1,3,141,1,21,20,2012-05-20,2012-05-26,4,5,May,2012-05-01,2012-05-31,2012-06-01,2012-06-30,2,2012-04-01,2012-06-30,2012,2012,2012-01-01,2012-12-31,1,1,0,052012,05/20/2012,20/05/2012,20120520,2012-05-20
2012-05-21,21,st,Monday,2,3,142,0,21,21,2012-05-20,2012-05-26,4,5,May,2012-05-01,2012-05-31,2012-06-01,2012-06-30,2,2012-04-01,2012-06-30,2012,2012,2012-01-01,2012-12-31,1,1,0,052012,05/21/2012,21/05/2012,20120521,2012-05-21
2012-05-22,22,nd,Tuesday,3,4,143,0,21,21,2012-05-20,2012-05-26,4,5,May,2012-05-01,2012-05-31,2012-06-01,2012-06-30,2,2012-04-01,2012-06-30,2012,2012,2012-01-01,2012-12-31,1,1,0,052012,05/22/2012,22/05/2012,20120522,2012-05-22
2012-05-23,23,rd,Wednesday,4,4,144,0,21,21,2012-05-20,2012-05-26,4,5,May,2012-05-01,2012-05-31,2012-06-01,2012-06-30,2,2012-04-01,2012-06-30,2012,2012,2012-01-01,2012-12-31,1,1,0,052012,05/23/2012,23/05/2012,20120523,2012-05-23
2012-05-24,24,th,Thursday,5,4,145,0,21,21,2012-05-20,2012-05-26,4,5,May,2012-05-01,2012-05-31,2012-06-01,2012-06-30,2,2012-04-01,2012-06-30,2012,2012,2012-01-01,2012-12-31,1,1,0,052012,05/24/2012,24/05/2012,20120524,2012-05-24
2012-05-25,25,th,Friday,6,4,146,0,21,21,2012-05-20,2012-05-26,4,5,May,2012-05-01,2012-05-31,2012-06-01,2012-06-30,2,2012-04-01,2012-06-30,2012,2012,2012-01-01,2012-12-31,1,1,0,052012,05/25/2012,25/05/2012,20120525,2012-05-25
2012-05-26,26,th,Saturday,7,4,147,1,21,21,2012-05-20,2012-05-26,4,5,May,2012-05-01,2012-05-31,2012-06-01,2012-06-30,2,2012-04-01,2012-06-30,2012,2012,2012-01-01,2012-12-31,1,1,0,052012,05/26/2012,26/05/2012,20120526,2012-05-26
2012-05-27,27,th,Sunday,1,4,148,1,22,21,2012-05-27,2012-06-02,5,5,May,2012-05-01,2012-05-31,2012-06-01,2012-06-30,2,2012-04-01,2012-06-30,2012,2012,2012-01-01,2012-12-31,1,1,0,052012,05/27/2012,27/05/2012,20120527,2012-05-27
2012-05-28,28,th,Monday,2,4,149,0,22,22,2012-05-27,2012-06-02,5,5,May,2012-05-01,2012-05-31,2012-06-01,2012-06-30,2,2012-04-01,2012-06-30,2012,2012,2012-01-01,2012-12-31,1,1,0,052012,05/28/2012,28/05/2012,20120528,2012-05-28
2012-05-29,29,th,Tuesday,3,5,150,0,22,22,2012-05-27,2012-06-02,5,5,May,2012-05-01,2012-05-31,2012-06-01,2012-06-30,2,2012-04-01,2012-06-30,2012,2012,2012-01-01,2012-12-31,1,1,0,052012,05/29/2012,29/05/2012,20120529,2012-05-29
2012-05-30,30,th,Wednesday,4,5,151,0,22,22,2012-05-27,2012-06-02,5,5,May,2012-05-01,2012-05-31,2012-06-01,2012-06-30,2,2012-04-01,2012-06-30,2012,2012,2012-01-01,2012-12-31,1,1,0,052012,05/30/2012,30/05/2012,20120530,2012-05-30
2012-05-31,31,st,Thursday,5,5,152,0,22,22,2012-05-27,2012-06-02,5,5,May,2012-05-01,2012-05-31,2012-06-01,2012-06-30,2,2012-04-01,2012-06-30,2012,2012,2012-01-01,2012-12-31,1,1,0,052012,05/31/2012,31/05/2012,20120531,2012-05-31
2012-06-01,1,st,Friday,6,1,153,0,22,22,2012-05-27,2012-06-02,1,6,June,2012-06-01,2012-06-30,2012-07-01,2012-07-31,2,2012-04-01,2012-06-30,2012,2012,2012-01-01,2012-12-31,1,1,0,062012,06/01/2012,01/06/2012,20120601,2012-06-01
2012-06-02,2,nd,Saturday,7,1,154,1,22,22,2012-05-27,2012-06-02,1,6,June,2012-06-01,2012-06-30,2012-07-01,2012-07-31,2,2012-04-01,2012-06-30,2012,2012,2012-01-01,2012-12-31,1,1,0,062012,06/02/2012,02/06/2012,20120602,2012-06-02
2012-06-03,3,rd,Sunday,1,1,155,1,23,22,2012-06-03,2012-06-09,2,6,June,2012-06-01,2012-06-30,2012-07-01,2012-07-31,2,2012-04-01,2012-06-30,2012,2012,2012-01-01,2012-12-31,1,1,0,062012,06/03/2012,03/06/2012,20120603,2012-06-03
2012-06-04,4,th,Monday,2,1,156,0,23,23,2012-06-03,2012-06-09,2,6,June,2012-06-01,2012-06-30,2012-07-01,2012-07-31,2,2012-04-01,2012-06-30,2012,2012,2012-01-01,2012-12-31,1,1,0,062012,06/04/2012,04/06/2012,20120604,2012-06-04
2012-06-05,5,th,Tuesday,3,1,157,0,23,23,2012-06-03,2012-06-09,2,6,June,2012-06-01,2012-06-30,2012-07-01,2012-07-31,2,2012-04-01,2012-06-30,2012,2012,2012-01-01,2012-12-31,1,1,0,062012,06/05/2012,05/06/2012,20120605,2012-06-05
2012-06-06,6,th,Wednesday,4,1,158,0,23,23,2012-06-03,2012-06-09,2,6,June,2012-06-01,2012-06-30,2012-07-01,2012-07-31,2,2012-04-01,2012-06-30,2012,2012,2012-01-01,2012-12-31,1,1,0,062012,06/06/2012,06/06/2012,20120606,2012-06-06
2012-06-07,7,th,Thursday,5,1,159,0,23,23,2012-06-03,2012-06-09,2,6,June,2012-06-01,2012-06-30,2012-07-01,2012-07-31,2,2012-04-01,2012-06-30,2012,2012,2012-01-01,2012-12-31,1,1,0,062012,06/07/2012,07/06/2012,20120607,2012-06-07
2012-06-08,8,th,Friday,6,2,160,0,23,23,2012-06-03,2012-06-09,2,6,June,2012-06-01,2012-06-30,2012-07-01,2012-07-31,2,2012-04-01,2012-06-30,2012,2012,2012-01-01,2012-12-31,1,1,0,062012,06/08/2012,08/06/2012,20120608,2012-06-08
2012-06-09,9,th,Saturday,7,2,161,1,23,23,2012-06-03,2012-06-09,2,6,June,2012-06-01,2012-06-30,2012-07-01,2012-07-31,2,2012-04-01,2012-06-30,2012,2012,2012-01-01,2012-12-31,1,1,0,062012,06/09/2012,09/06/2012,20120609,2012-06-09
2012-06-10,10,th,Sunday,1,2,162,1,24,23,2012-06-10,2012-06-16,3,6,June,2012-06-01,2012-06-30,2012-07-01,2012-07-31,2,2012-04-01,2012-06-30,2012,2012,2012-01-01,2012-12-31,1,1,0,062012,06/10/2012,10/06/2012,20120610,2012-06-10
2012-06-11,11,th,Monday,2,2,163,0,24,24,2012-06-10,2012-06-16,3,6,June,2012-06-01,2012-06-30,2012-07-01,2012-07-31,2,2012-04-01,2012-06-30,2012,2012,2012-01-01,2012-12-31,1,1,0,062012,06/11/2012,11/06/2012,20120611,2012-06-11
2012-06-12,12,th,Tuesday,3,2,164,0,24,24,2012-06-10,2012-06-16,3,6,June,2012-06-01,2012-06-30,2012-07-01,2012-07-31,2,2012-04-01,2012-06-30,2012,2012,2012-01-01,2012-12-31,1,1,0,062012,06/12/2012,12/06/2012,20120612,2012-06-12
2012-06-13,13,th,Wednesday,4,2,165,0,24,24,2012-06-10,2012-06-16,3,6,June,2012-06-01,2012-06-30,2012-07-01,2012-07-31,2,2012-04-01,2012-06-30,2012,2012,2012-01-01,2012-12-31,1,1,0,062012,06/13/2012,13/06/2012,20120613,2012-06-13
2012-06-14,14,th,Thursday,5,2,166,0,24,24,2012-06-10,2012-06-16,3,6,June,2012-06-01,2012-06-30,2012-07-01,2012-07-31,2,2012-04-01,2012-06-30,2012,2012,2012-01-01,2012-12-31,1,1,0,062012,06/14/2012,14/06/2012,20120614,2012-06-14
2012-06-15,15,th,Friday,6,3,167,0,24,24,2012-06-10,2012-06-16,3,6,June,2012-06-01,2012-06-30,2012-07-01,2012-07-31,2,2012-04-01,2012-06-30,2012,2012,2012-01-01,2012-12-31,1,1,0,062012,06/15/2012,15/06/2012,20120615,2012-06-15
2012-06-16,16,th,Saturday,7,3,168,1,24,24,2012-06-10,2012-06-16,3,6,June,2012-06-01,2012-06-30,2012-07-01,2012-07-31,2,2012-04-01,2012-06-30,2012,2012,2012-01-01,2012-12-31,1,1,0,062012,06/16/2012,16/06/2012,20120616,2012-06-16
2012-06-17,17,th,Sunday,1,3,169,1,25,24,2012-06-17,2012-06-23,4,6,June,2012-06-01,2012-06-30,2012-07-01,2012-07-31,2,2012-04-01,2012-06-30,2012,2012,2012-01-01,2012-12-31,1,1,0,062012,06/17/2012,17/06/2012,20120617,2012-06-17
2012-06-18,18,th,Monday,2,3,170,0,25,25,2012-06-17,2012-06-23,4,6,June,2012-06-01,2012-06-30,2012-07-01,2012-07-31,2,2012-04-01,2012-06-30,2012,2012,2012-01-01,2012-12-31,1,1,0,062012,06/18/2012,18/06/2012,20120618,2012-06-18
2012-06-19,19,th,Tuesday,3,3,171,0,25,25,2012-06-17,2012-06-23,4,6,June,2012-06-01,2012-06-30,2012-07-01,2012-07-31,2,2012-04-01,2012-06-30,2012,2012,2012-01-01,2012-12-31,1,1,0,062012,06/19/2012,19/06/2012,20120619,2012-06-19
2012-06-20,20,th,Wednesday,4,3,172,0,25,25,2012-06-17,2012-06-23,4,6,June,2012-06-01,2012-06-30,2012-07-01,2012-07-31,2,2012-04-01,2012-06-30,2012,2012,2012-01-01,2012-12-31,1,1,0,062012,06/20/2012,20/06/2012,20120620,2012-06-20
2012-06-21,21,st,Thursday,5,3,173,0,25,25,2012-06-17,2012-06-23,4,6,June,2012-06-01,2012-06-30,2012-07-01,2012-07-31,2,2012-04-01,2012-06-30,2012,2012,2012-01-01,2012-12-31,1,1,0,062012,06/21/2012,21/06/2012,20120621,2012-06-21
2012-06-22,22,nd,Friday,6,4,174,0,25,25,2012-06-17,2012-06-23,4,6,June,2012-06-01,2012-06-30,2012-07-01,2012-07-31,2,2012-04-01,2012-06-30,2012,2012,2012-01-01,2012-12-31,1,1,0,062012,06/22/2012,22/06/2012,20120622,2012-06-22
2012-06-23,23,rd,Saturday,7,4,175,1,25,25,2012-06-17,2012-06-23,4,6,June,2012-06-01,2012-06-30,2012-07-01,2012-07-31,2,2012-04-01,2012-06-30,2012,2012,2012-01-01,2012-12-31,1,1,0,062012,06/23/2012,23/06/2012,20120623,2012-06-23
2012-06-24,24,th,Sunday,1,4,176,1,26,25,2012-06-24,2012-06-30,5,6,June,2012-06-01,2012-06-30,2012-07-01,2012-07-31,2,2012-04-01,2012-06-30,2012,2012,2012-01-01,2012-12-31,1,1,0,062012,06/24/2012,24/06/2012,20120624,2012-06-24
2012-06-25,25,th,Monday,2,4,177,0,26,26,2012-06-24,2012-06-30,5,6,June,2012-06-01,2012-06-30,2012-07-01,2012-07-31,2,2012-04-01,2012-06-30,2012,2012,2012-01-01,2012-12-31,1,1,0,062012,06/25/2012,25/06/2012,20120625,2012-06-25
2012-06-26,26,th,Tuesday,3,4,178,0,26,26,2012-06-24,2012-06-30,5,6,June,2012-06-01,2012-06-30,2012-07-01,2012-07-31,2,2012-04-01,2012-06-30,2012,2012,2012-01-01,2012-12-31,1,1,0,062012,06/26/2012,26/06/2012,20120626,2012-06-26
2012-06-27,27,th,Wednesday,4,4,179,0,26,26,2012-06-24,2012-06-30,5,6,June,2012-06-01,2012-06-30,2012-07-01,2012-07-31,2,2012-04-01,2012-06-30,2012,2012,2012-01-01,2012-12-31,1,1,0,062012,06/27/2012,27/06/2012,20120627,2012-06-27
2012-06-28,28,th,Thursday,5,4,180,0,26,26,2012-06-24,2012-06-30,5,6,June,2012-06-01,2012-06-30,2012-07-01,2012-07-31,2,2012-04-01,2012-06-30,2012,2012,2012-01-01,2012-12-31,1,1,0,062012,06/28/2012,28/06/2012,20120628,2012-06-28
2012-06-29,29,th,Friday,6,5,181,0,26,26,2012-06-24,2012-06-30,5,6,June,2012-06-01,2012-06-30,2012-07-01,2012-07-31,2,2012-04-01,2012-06-30,2012,2012,2012-01-01,2012-12-31,1,1,0,062012,06/29/2012,29/06/2012,20120629,2012-06-29
2012-06-30,30,th,Saturday,7,5,182,1,26,26,2012-06-24,2012-06-30,5,6,June,2012-06-01,2012-06-30,2012-07-01,2012-07-31,2,2012-04-01,2012-06-30,2012,2012,2012-01-01,2012-12-31,1,1,0,062012,06/30/2012,30/06/2012,20120630,2012-06-30
2012-07-01,1,st,Sunday,1,1,183,1,27,26,2012-07-01,2012-07-07,1,7,July,2012-07-01,2012-07-31,2012-08-01,2012-08-31,3,2012-07-01,2012-09-30,2012,2012,2012-01-01,2012-12-31,1,1,0,072012,07/01/2012,01/07/2012,20120701,2012-07-01
2012-07-02,2,nd,Monday,2,1,184,0,27,27,2012-07-01,2012-07-07,1,7,July,2012-07-01,2012-07-31,2012-08-01,2012-08-31,3,2012-07-01,2012-09-30,2012,2012,2012-01-01,2012-12-31,1,1,0,072012,07/02/2012,02/07/2012,20120702,2012-07-02
2012-07-03,3,rd,Tuesday,3,1,185,0,27,27,2012-07-01,2012-07-07,1,7,July,2012-07-01,2012-07-31,2012-08-01,2012-08-31,3,2012-07-01,2012-09-30,2012,2012,2012-01-01,2012-12-31,1,1,0,072012,07/03/2012,03/07/2012,20120703,2012-07-03
2012-07-04,4,th,Wednesday,4,1,186,0,27,27,2012-07-01,2012-07-07,1,7,July,2012-07-01,2012-07-31,2012-08-01,2012-08-31,3,2012-07-01,2012-09-30,2012,2012,2012-01-01,2012-12-31,1,1,0,072012,07/04/2012,04/07/2012,20120704,2012-07-04
2012-07-05,5,th,Thursday,5,1,187,0,27,27,2012-07-01,2012-07-07,1,7,July,2012-07-01,2012-07-31,2012-08-01,2012-08-31,3,2012-07-01,2012-09-30,2012,2012,2012-01-01,2012-12-31,1,1,0,072012,07/05/2012,05/07/2012,20120705,2012-07-05
2012-07-06,6,th,Friday,6,1,188,0,27,27,2012-07-01,2012-07-07,1,7,July,2012-07-01,2012-07-31,2012-08-01,2012-08-31,3,2012-07-01,2012-09-30,2012,2012,2012-01-01,2012-12-31,1,1,0,072012,07/06/2012,06/07/2012,20120706,2012-07-06
2012-07-07,7,th,Saturday,7,1,189,1,27,27,2012-07-01,2012-07-07,1,7,July,2012-07-01,2012-07-31,2012-08-01,2012-08-31,3,2012-07-01,2012-09-30,2012,2012,2012-01-01,2012-12-31,1,1,0,072012,07/07/2012,07/07/2012,20120707,2012-07-07
2012-07-08,8,th,Sunday,1,2,190,1,28,27,2012-07-08,2012-07-14,2,7,July,2012-07-01,2012-07-31,2012-08-01,2012-08-31,3,2012-07-01,2012-09-30,2012,2012,2012-01-01,2012-12-31,1,1,0,072012,07/08/2012,08/07/2012,20120708,2012-07-08
2012-07-09,9,th,Monday,2,2,191,0,28,28,2012-07-08,2012-07-14,2,7,July,2012-07-01,2012-07-31,2012-08-01,2012-08-31,3,2012-07-01,2012-09-30,2012,2012,2012-01-01,2012-12-31,1,1,0,072012,07/09/2012,09/07/2012,20120709,2012-07-09
2012-07-10,10,th,Tuesday,3,2,192,0,28,28,2012-07-08,2012-07-14,2,7,July,2012-07-01,2012-07-31,2012-08-01,2012-08-31,3,2012-07-01,2012-09-30,2012,2012,2012-01-01,2012-12-31,1,1,0,072012,07/10/2012,10/07/2012,20120710,2012-07-10
2012-07-11,11,th,Wednesday,4,2,193,0,28,28,2012-07-08,2012-07-14,2,7,July,2012-07-01,2012-07-31,2012-08-01,2012-08-31,3,2012-07-01,2012-09-30,2012,2012,2012-01-01,2012-12-31,1,1,0,072012,07/11/2012,11/07/2012,20120711,2012-07-11
2012-07-12,12,th,Thursday,5,2,194,0,28,28,2012-07-08,2012-07-14,2,7,July,2012-07-01,2012-07-31,2012-08-01,2012-08-31,3,2012-07-01,2012-09-30,2012,2012,2012-01-01,2012-12-31,1,1,0,072012,07/12/2012,12/07/2012,20120712,2012-07-12
2012-07-13,13,th,Friday,6,2,195,0,28,28,2012-07-08,2012-07-14,2,7,July,2012-07-01,2012-07-31,2012-08-01,2012-08-31,3,2012-07-01,2012-09-30,2012,2012,2012-01-01,2012-12-31,1,1,0,072012,07/13/2012,13/07/2012,20120713,2012-07-13
2012-07-14,14,th,Saturday,7,2,196,1,28,28,2012-07-08,2012-07-14,2,7,July,2012-07-01,2012-07-31,2012-08-01,2012-08-31,3,2012-07-01,2012-09-30,2012,2012,2012-01-01,2012-12-31,1,1,0,072012,07/14/2012,14/07/2012,20120714,2012-07-14
2012-07-15,15,th,Sunday,1,3,197,1,29,28,2012-07-15,2012-07-21,3,7,July,2012-07-01,2012-07-31,2012-08-01,2012-08-31,3,2012-07-01,2012-09-30,2012,2012,2012-01-01,2012-12-31,1,1,0,072012,07/15/2012,15/07/2012,20120715,2012-07-15
2012-07-16,16,th,Monday,2,3,198,0,29,29,2012-07-15,2012-07-21,3,7,July,2012-07-01,2012-07-31,2012-08-01,2012-08-31,3,2012-07-01,2012-09-30,2012,2012,2012-01-01,2012-12-31,1,1,0,072012,07/16/2012,16/07/2012,20120716,2012-07-16
2012-07-17,17,th,Tuesday,3,3,199,0,29,29,2012-07-15,2012-07-21,3,7,July,2012-07-01,2012-07-31,2012-08-01,2012-08-31,3,2012-07-01,2012-09-30,2012,2012,2012-01-01,2012-12-31,1,1,0,072012,07/17/2012,17/07/2012,20120717,2012-07-17
2012-07-18,18,th,Wednesday,4,3,200,0,29,29,2012-07-15,2012-07-21,3,7,July,2012-07-01,2012-07-31,2012-08-01,2012-08-31,3,2012-07-01,2012-09-30,2012,2012,2012-01-01,2012-12-31,1,1,0,072012,07/18/2012,18/07/2012,20120718,2012-07-18
2012-07-19,19,th,Thursday,5,3,201,0,29,29,2012-07-15,2012-07-21,3,7,July,2012-07-01,2012-07-31,2012-08-01,2012-08-31,3,2012-07-01,2012-09-30,2012,2012,2012-01-01,2012-12-31,1,1,0,072012,07/19/2012,19/07/2012,20120719,2012-07-19
2012-07-20,20,th,Friday,6,3,202,0,29,29,2012-07-15,2012-07-21,3,7,July,2012-07-01,2012-07-31,2012-08-01,2012-08-31,3,2012-07-01,2012-09-30,2012,2012,2012-01-01,2012-12-31,1,1,0,072012,07/20/2012,20/07/2012,20120720,2012-07-20
2012-07-21,21,st,Saturday,7,3,203,1,29,29,2012-07-15,2012-07-21,3,7,July,2012-07-01,2012-07-31,2012-08-01,2012-08-31,3,2012-07-01,2012-09-30,2012,2012,2012-01-01,2012-12-31,1,1,0,072012,07/21/2012,21/07/2012,20120721,2012-07-21
2012-07-22,22,nd,Sunday,1,4,204,1,30,29,2012-07-22,2012-07-28,4,7,July,2012-07-01,2012-07-31,2012-08-01,2012-08-31,3,2012-07-01,2012-09-30,2012,2012,2012-01-01,2012-12-31,1,1,0,072012,07/22/2012,22/07/2012,20120722,2012-07-22
2012-07-23,23,rd,Monday,2,4,205,0,30,30,2012-07-22,2012-07-28,4,7,July,2012-07-01,2012-07-31,2012-08-01,2012-08-31,3,2012-07-01,2012-09-30,2012,2012,2012-01-01,2012-12-31,1,1,0,072012,07/23/2012,23/07/2012,20120723,2012-07-23
2012-07-24,24,th,Tuesday,3,4,206,0,30,30,2012-07-22,2012-07-28,4,7,July,2012-07-01,2012-07-31,2012-08-01,2012-08-31,3,2012-07-01,2012-09-30,2012,2012,2012-01-01,2012-12-31,1,1,0,072012,07/24/2012,24/07/2012,20120724,2012-07-24
2012-07-25,25,th,Wednesday,4,4,207,0,30,30,2012-07-22,2012-07-28,4,7,July,2012-07-01,2012-07-31,2012-08-01,2012-08-31,3,2012-07-01,2012-09-30,2012,2012,2012-01-01,2012-12-31,1,1,0,072012,07/25/2012,25/07/2012,20120725,2012-07-25
2012-07-26,26,th,Thursday,5,4,208,0,30,30,2012-07-22,2012-07-28,4,7,July,2012-07-01,2012-07-31,2012-08-01,2012-08-31,3,2012-07-01,2012-09-30,2012,2012,2012-01-01,2012-12-31,1,1,0,072012,07/26/2012,26/07/2012,20120726,2012-07-26
2012-07-27,27,th,Friday,6,4,209,0,30,30,2012-07-22,2012-07-28,4,7,July,2012-07-01,2012-07-31,2012-08-01,2012-08-31,3,2012-07-01,2012-09-30,2012,2012,2012-01-01,2012-12-31,1,1,0,072012,07/27/2012,27/07/2012,20120727,2012-07-27
2012-07-28,28,th,Saturday,7,4,210,1,30,30,2012-07-22,2012-07-28,4,7,July,2012-07-01,2012-07-31,2012-08-01,2012-08-31,3,2012-07-01,2012-09-30,2012,2012,2012-01-01,2012-12-31,1,1,0,072012,07/28/2012,28/07/2012,20120728,2012-07-28
2012-07-29,29,th,Sunday,1,5,211,1,31,30,2012-07-29,2012-08-04,5,7,July,2012-07-01,2012-07-31,2012-08-01,2012-08-31,3,2012-07-01,2012-09-30,2012,2012,2012-01-01,2012-12-31,1,1,0,072012,07/29/2012,29/07/2012,20120729,2012-07-29
2012-07-30,30,th,Monday,2,5,212,0,31,31,2012-07-29,2012-08-04,5,7,July,2012-07-01,2012-07-31,2012-08-01,2012-08-31,3,2012-07-01,2012-09-30,2012,2012,2012-01-01,2012-12-31,1,1,0,072012,07/30/2012,30/07/2012,20120730,2012-07-30
2012-07-31,31,st,Tuesday,3,5,213,0,31,31,2012-07-29,2012-08-04,5,7,July,2012-07-01,2012-07-31,2012-08-01,2012-08-31,3,2012-07-01,2012-09-30,2012,2012,2012-01-01,2012-12-31,1,1,0,072012,07/31/2012,31/07/2012,20120731,2012-07-31
2012-08-01,1,st,Wednesday,4,1,214,0,31,31,2012-07-29,2012-08-04,1,8,August,2012-08-01,2012-08-31,2012-09-01,2012-09-30,3,2012-07-01,2012-09-30,2012,2012,2012-01-01,2012-12-31,1,1,0,082012,08/01/2012,01/08/2012,20120801,2012-08-01
2012-08-02,2,nd,Thursday,5,1,215,0,31,31,2012-07-29,2012-08-04,1,8,August,2012-08-01,2012-08-31,2012-09-01,2012-09-30,3,2012-07-01,2012-09-30,2012,2012,2012-01-01,2012-12-31,1,1,0,082012,08/02/2012,02/08/2012,20120802,2012-08-02
2012-08-03,3,rd,Friday,6,1,216,0,31,31,2012-07-29,2012-08-04,1,8,August,2012-08-01,2012-08-31,2012-09-01,2012-09-30,3,2012-07-01,2012-09-30,2012,2012,2012-01-01,2012-12-31,1,1,0,082012,08/03/2012,03/08/2012,20120803,2012-08-03
2012-08-04,4,th,Saturday,7,1,217,1,31,31,2012-07-29,2012-08-04,1,8,August,2012-08-01,2012-08-31,2012-09-01,2012-09-30,3,2012-07-01,2012-09-30,2012,2012,2012-01-01,2012-12-31,1,1,0,082012,08/04/2012,04/08/2012,20120804,2012-08-04
2012-08-05,5,th,Sunday,1,1,218,1,32,31,2012-08-05,2012-08-11,2,8,August,2012-08-01,2012-08-31,2012-09-01,2012-09-30,3,2012-07-01,2012-09-30,2012,2012,2012-01-01,2012-12-31,1,1,0,082012,08/05/2012,05/08/2012,20120805,2012-08-05
2012-08-06,6,th,Monday,2,1,219,0,32,32,2012-08-05,2012-08-11,2,8,August,2012-08-01,2012-08-31,2012-09-01,2012-09-30,3,2012-07-01,2012-09-30,2012,2012,2012-01-01,2012-12-31,1,1,0,082012,08/06/2012,06/08/2012,20120806,2012-08-06
2012-08-07,7,th,Tuesday,3,1,220,0,32,32,2012-08-05,2012-08-11,2,8,August,2012-08-01,2012-08-31,2012-09-01,2012-09-30,3,2012-07-01,2012-09-30,2012,2012,2012-01-01,2012-12-31,1,1,0,082012,08/07/2012,07/08/2012,20120807,2012-08-07
2012-08-08,8,th,Wednesday,4,2,221,0,32,32,2012-08-05,2012-08-11,2,8,August,2012-08-01,2012-08-31,2012-09-01,2012-09-30,3,2012-07-01,2012-09-30,2012,2012,2012-01-01,2012-12-31,1,1,0,082012,08/08/2012,08/08/2012,20120808,2012-08-08
2012-08-09,9,th,Thursday,5,2,222,0,32,32,2012-08-05,2012-08-11,2,8,August,2012-08-01,2012-08-31,2012-09-01,2012-09-30,3,2012-07-01,2012-09-30,2012,2012,2012-01-01,2012-12-31,1,1,0,082012,08/09/2012,09/08/2012,20120809,2012-08-09
2012-08-10,10,th,Friday,6,2,223,0,32,32,2012-08-05,2012-08-11,2,8,August,2012-08-01,2012-08-31,2012-09-01,2012-09-30,3,2012-07-01,2012-09-30,2012,2012,2012-01-01,2012-12-31,1,1,0,082012,08/10/2012,10/08/2012,20120810,2012-08-10
2012-08-11,11,th,Saturday,7,2,224,1,32,32,2012-08-05,2012-08-11,2,8,August,2012-08-01,2012-08-31,2012-09-01,2012-09-30,3,2012-07-01,2012-09-30,2012,2012,2012-01-01,2012-12-31,1,1,0,082012,08/11/2012,11/08/2012,20120811,2012-08-11
2012-08-12,12,th,Sunday,1,2,225,1,33,32,2012-08-12,2012-08-18,3,8,August,2012-08-01,2012-08-31,2012-09-01,2012-09-30,3,2012-07-01,2012-09-30,2012,2012,2012-01-01,2012-12-31,1,1,0,082012,08/12/2012,12/08/2012,20120812,2012-08-12
